author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Центр-Инвест;developer;https://www.cian.ru/sale/flat/306675177/;Апрелевка;sale;flat;7;9;4;141.4;116315357;2021;-1;Монолитно-кирпичный, монолитный;-1;Без отделки;101,9 м²;9,6 м²;+74996493105;Таганский;Серебрянический переулок;8;Китай-город;Титул на Серебрянической
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307669150/;Апрелевка;sale;flat;4;4;4;174.1;330000000;2012;-1;-1;-1;-1;-1;-1;+79060423445;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
